Category,Temperature_C,Is_Package_Open,Spoilage_Days
Liquid_Dairy,-3.7,1,3
Liquid_Dairy,-23.2,0,93
Hard_Cheese,0.1,0,27
Meat_Poultry,-18.6,1,103
Cooked_Meals,14.1,0,1
Hard_Cheese,-8.6,0,30
Fermented_Dairy,10.0,0,6
Fermented_Dairy,-17.5,0,102
Fruits,0.5,1,9
Fermented_Dairy,13.3,0,4
Meat_Poultry,-14.8,1,87
Fruits,-7.2,1,11
Liquid_Dairy,-18.9,0,95
Fermented_Dairy,-2.1,0,14
Cooked_Meals,-20.1,0,101
Meat_Poultry,-24.3,1,85
Fermented_Dairy,20.3,1,2
Hard_Cheese,24.0,0,5
Cooked_Meals,23.6,1,1
Fermented_Dairy,-5.0,1,9
Liquid_Dairy,-7.5,0,11
Liquid_Dairy,2.0,1,3
Liquid_Dairy,-4.8,0,10
Vegetables,4.7,0,13
Hard_Cheese,-22.7,0,98
Liquid_Dairy,4.2,1,3
Vegetables,-0.2,1,10
Hard_Cheese,-12.8,1,50
Cooked_Meals,6.3,0,3
Hard_Cheese,-12.1,1,45
Cooked_Meals,-18.7,1,44
Fruits,-5.4,1,10
Hard_Cheese,6.7,0,24
Meat_Poultry,16.5,1,1
Vegetables,-13.2,0,242
Fermented_Dairy,-13.5,0,101
Hard_Cheese,-18.6,1,51
Vegetables,13.6,0,3
Hard_Cheese,22.9,0,5
Liquid_Dairy,8.8,0,6
Meat_Poultry,17.9,1,1
Fruits,-7.5,1,11
Hard_Cheese,13.2,0,8
Meat_Poultry,-22.8,0,186
Liquid_Dairy,11.7,1,1
Meat_Poultry,6.5,0,6
Vegetables,20.1,1,3
Fermented_Dairy,-15.9,1,42
Liquid_Dairy,-1.4,0,9
Cooked_Meals,-11.4,0,88
Meat_Poultry,23.2,1,1
Fermented_Dairy,20.7,1,2
Liquid_Dairy,-8.7,1,3
Liquid_Dairy,-21.0,0,95
Fermented_Dairy,11.5,1,3
Cooked_Meals,19.7,1,1
Liquid_Dairy,0.8,1,3
Liquid_Dairy,-12.1,1,41
Vegetables,2.9,0,16
Liquid_Dairy,-16.0,1,44
Fruits,23.9,1,3
Hard_Cheese,-18.1,1,51
Vegetables,-15.7,1,113
Cooked_Meals,-15.0,0,100
Fruits,23.8,0,5
Hard_Cheese,16.9,0,6
Fermented_Dairy,20.1,1,2
Liquid_Dairy,-19.8,1,44
Meat_Poultry,-15.8,0,165
Hard_Cheese,11.6,0,11
Vegetables,-4.2,1,9
Fermented_Dairy,-16.8,1,40
Meat_Poultry,18.1,0,1
Fruits,-17.1,1,118
Fruits,19.4,1,3
Cooked_Meals,-20.7,1,41
Fermented_Dairy,11.8,1,4
Cooked_Meals,5.7,1,2
Vegetables,10.5,1,5
Meat_Poultry,21.5,0,1
Liquid_Dairy,14.4,0,2
Meat_Poultry,8.7,1,2
Vegetables,-10.9,1,113
Liquid_Dairy,-9.8,0,11
Meat_Poultry,20.1,1,1
Liquid_Dairy,-8.1,1,3
Fermented_Dairy,0.7,1,10
Meat_Poultry,14.6,0,2
Cooked_Meals,-14.0,1,48
Hard_Cheese,23.3,0,5
Fruits,10.8,1,5
Meat_Poultry,18.9,1,1
Vegetables,-14.4,0,216
Cooked_Meals,18.1,0,1
Vegetables,11.2,1,4
Liquid_Dairy,-7.2,0,11
Fermented_Dairy,-23.8,0,100
Meat_Poultry,11.3,0,3
Liquid_Dairy,-20.3,1,38
Fermented_Dairy,-24.7,1,38
Fermented_Dairy,7.3,0,9
Vegetables,13.8,0,3
Hard_Cheese,21.5,0,5
Meat_Poultry,-12.0,1,101
Vegetables,5.7,0,11
Fruits,-20.0,0,246
Liquid_Dairy,-23.7,0,100
Meat_Poultry,9.3,1,1
Fermented_Dairy,-6.5,0,14
Meat_Poultry,-2.3,1,3
Meat_Poultry,-22.4,1,99
Hard_Cheese,-19.7,0,93
Hard_Cheese,-11.5,1,39
Cooked_Meals,-2.6,1,1
Cooked_Meals,20.7,0,1
Hard_Cheese,19.7,1,3
Liquid_Dairy,-18.4,1,51
Meat_Poultry,-10.7,1,94
Cooked_Meals,4.2,1,2
Meat_Poultry,-17.8,1,98
Meat_Poultry,-17.8,1,84
Fermented_Dairy,12.6,0,4
Fruits,1.8,0,12
Vegetables,24.1,1,3
Liquid_Dairy,-4.8,0,11
Meat_Poultry,-11.4,1,84
Fruits,-19.0,0,205
Cooked_Meals,22.9,1,1
Hard_Cheese,-1.2,0,28
Hard_Cheese,21.0,0,6
Liquid_Dairy,18.2,0,1
Meat_Poultry,-7.1,1,3
Vegetables,-0.0,1,9
Cooked_Meals,-20.4,1,49
Vegetables,5.6,0,13
Liquid_Dairy,-9.1,1,3
Fruits,-5.3,1,9
Fruits,-20.1,0,245
Fruits,-11.1,1,110
Liquid_Dairy,16.3,0,1
Fruits,-22.1,1,131
Fermented_Dairy,11.1,1,4
Cooked_Meals,19.1,1,1
Fermented_Dairy,-13.3,0,102
Hard_Cheese,-4.7,1,27
Liquid_Dairy,13.5,0,2
Hard_Cheese,8.2,1,19
Fermented_Dairy,-4.4,1,11
Vegetables,-0.5,1,9
Fruits,24.1,1,3
Cooked_Meals,-4.6,1,1
Vegetables,-0.7,0,16
Fermented_Dairy,-19.7,0,85
Vegetables,-20.8,1,119
Vegetables,-15.8,1,116
Fruits,0.4,0,15
Fermented_Dairy,-4.3,0,15
Fermented_Dairy,11.2,1,4
Fruits,19.6,1,3
Cooked_Meals,18.6,0,1
Vegetables,12.3,1,3
Vegetables,-22.3,1,110
Cooked_Meals,-24.9,0,95
Cooked_Meals,-12.9,0,98
Fruits,11.8,0,6
Cooked_Meals,-19.3,1,48
Cooked_Meals,23.2,1,1
Liquid_Dairy,-14.1,1,46
Fruits,-23.3,0,232
Vegetables,-2.5,0,14
Liquid_Dairy,23.5,0,1
Cooked_Meals,-14.6,0,86
Fruits,20.0,0,5
Fruits,4.2,1,10
Liquid_Dairy,-9.7,0,9
Vegetables,8.9,0,7
Cooked_Meals,-15.9,1,45
Fermented_Dairy,-17.8,0,89
Liquid_Dairy,-20.9,0,85
Meat_Poultry,7.8,1,2
Fruits,21.8,1,3
Fruits,17.6,1,3
Liquid_Dairy,-15.8,0,87
Hard_Cheese,-1.1,1,23
Fruits,-2.7,0,16
Hard_Cheese,-17.9,1,47
Hard_Cheese,3.1,1,27
Fruits,-22.7,1,103
Hard_Cheese,16.3,0,6
Fruits,4.9,0,13
Cooked_Meals,9.0,0,3
Fruits,-3.9,1,11
Liquid_Dairy,-19.4,0,90
Vegetables,1.9,0,13
Liquid_Dairy,15.1,1,1
Hard_Cheese,17.5,0,5
Meat_Poultry,19.5,0,1
Hard_Cheese,-17.6,0,96
Fruits,24.5,1,3
Vegetables,10.6,1,4
Hard_Cheese,0.6,1,24
Meat_Poultry,-0.8,0,7
Fruits,-8.1,0,16
Liquid_Dairy,12.6,0,3
Liquid_Dairy,-13.7,1,44
Hard_Cheese,-5.7,0,34
Vegetables,-21.3,1,129
Meat_Poultry,16.5,0,1
Fruits,13.7,0,3
Liquid_Dairy,-10.9,0,86
Fruits,22.8,1,2
Vegetables,14.4,0,3
Vegetables,5.2,0,15
Meat_Poultry,-15.1,1,100
Vegetables,21.5,0,6
Fruits,-2.5,0,13
Cooked_Meals,12.6,0,1
Meat_Poultry,-20.8,1,88
Fermented_Dairy,-10.6,1,48
Meat_Poultry,13.5,0,2
Fruits,-17.9,1,132
Hard_Cheese,22.2,1,3
Liquid_Dairy,-1.7,1,3
Meat_Poultry,-0.5,0,7
Liquid_Dairy,3.8,0,10
Meat_Poultry,3.0,1,3
Liquid_Dairy,1.2,1,3
Meat_Poultry,5.6,1,2
Vegetables,-9.2,1,9
Vegetables,-10.3,0,217
Hard_Cheese,16.9,0,6
Fermented_Dairy,-17.3,1,51
Vegetables,-6.9,0,14
Cooked_Meals,0.9,1,2
Cooked_Meals,6.4,0,3
Cooked_Meals,-22.1,0,84
Fruits,9.7,1,5
Liquid_Dairy,-23.2,1,50
Hard_Cheese,5.8,1,20
Fruits,-12.7,0,254
Fruits,-15.3,1,130
Liquid_Dairy,3.9,1,3
Fruits,19.5,0,5
Fruits,-10.1,1,121
Vegetables,-17.1,1,106
Fermented_Dairy,13.8,1,2
Vegetables,15.2,0,5
Fermented_Dairy,-10.8,0,98
Hard_Cheese,-9.6,1,30
Hard_Cheese,-19.2,1,41
Hard_Cheese,-3.6,0,28
Liquid_Dairy,-22.3,0,99
Fermented_Dairy,-10.9,1,50
Liquid_Dairy,16.7,0,1
Fermented_Dairy,-2.0,0,14
Fruits,12.3,0,5
Cooked_Meals,-11.2,1,48
Hard_Cheese,17.6,0,6
Cooked_Meals,18.9,0,1
Fermented_Dairy,1.6,1,11
Liquid_Dairy,22.4,0,1
Liquid_Dairy,1.2,1,3
Fermented_Dairy,0.5,1,10
Liquid_Dairy,-15.5,1,51
Vegetables,19.1,1,3
Fruits,-17.1,0,237
Fermented_Dairy,0.9,0,14
Vegetables,-10.2,0,223
Vegetables,-23.8,0,220
Hard_Cheese,-18.3,0,82
Vegetables,19.8,1,3
Meat_Poultry,-9.8,0,6
Vegetables,-7.1,1,11
Meat_Poultry,-1.4,1,3
Fruits,-9.7,0,12
Fermented_Dairy,-12.1,1,42
Fermented_Dairy,-9.8,1,9
Fruits,-11.3,1,120
Meat_Poultry,-19.1,1,101
Fruits,7.9,0,10
Cooked_Meals,-8.7,1,2
Vegetables,16.1,0,6
Hard_Cheese,12.0,0,11
Fruits,-14.5,1,106
Fruits,-20.9,1,126
Liquid_Dairy,-17.0,1,42
Cooked_Meals,-2.3,1,2
Hard_Cheese,17.9,1,3
Meat_Poultry,14.1,0,1
Vegetables,6.5,1,7
Fermented_Dairy,10.4,0,7
Liquid_Dairy,-11.7,1,41
Fermented_Dairy,-12.4,1,41
Fermented_Dairy,9.2,0,8
Cooked_Meals,-10.3,0,100
Cooked_Meals,7.0,0,3
Cooked_Meals,-10.2,0,103
Meat_Poultry,-21.8,0,202
Hard_Cheese,-17.7,0,96
Liquid_Dairy,13.0,1,1
Cooked_Meals,18.3,0,1
Fruits,12.2,0,5
Liquid_Dairy,4.4,1,3
Hard_Cheese,10.9,1,12
Fermented_Dairy,-20.2,0,86
Meat_Poultry,13.0,0,2
Meat_Poultry,-22.3,0,167
Liquid_Dairy,-0.1,1,3
Liquid_Dairy,-6.2,0,11
Cooked_Meals,-19.5,1,43
Vegetables,-4.0,1,9
Meat_Poultry,-7.7,0,7
Cooked_Meals,-1.2,0,4
Fruits,22.4,0,6
Fermented_Dairy,-2.9,0,15
Fruits,-9.4,0,12
Cooked_Meals,17.6,0,1
Fruits,8.0,0,9
Liquid_Dairy,5.2,1,3
Fruits,19.8,0,6
Vegetables,-10.6,0,205
Liquid_Dairy,11.5,0,4
Liquid_Dairy,3.9,0,10
Liquid_Dairy,11.7,0,4
Cooked_Meals,-22.3,1,48
Fruits,-4.2,0,16
Cooked_Meals,2.3,0,4
Cooked_Meals,18.0,0,1
Cooked_Meals,-21.1,0,97
Hard_Cheese,21.4,1,3
Hard_Cheese,18.2,1,3
Meat_Poultry,7.4,1,2
Cooked_Meals,20.7,0,1
Vegetables,-16.3,0,216
Meat_Poultry,4.3,1,3
Vegetables,-22.0,1,134
Hard_Cheese,4.9,0,27
Vegetables,-4.6,1,9
Cooked_Meals,7.9,0,3
Vegetables,-17.9,0,275
Meat_Poultry,14.3,0,1
Liquid_Dairy,-18.8,0,86
Liquid_Dairy,-2.0,0,9
Meat_Poultry,21.9,0,1
Fermented_Dairy,22.4,1,1
Liquid_Dairy,-7.4,0,10
Liquid_Dairy,-2.0,1,3
Hard_Cheese,19.5,1,3
Liquid_Dairy,9.2,1,2
Cooked_Meals,-8.1,1,2
Liquid_Dairy,-19.9,1,50
Vegetables,-3.3,0,13
Fermented_Dairy,-14.7,0,81
Meat_Poultry,-11.0,0,171
Cooked_Meals,16.4,1,1
Fruits,11.8,1,3
Liquid_Dairy,9.6,1,1
Vegetables,13.7,1,2
Meat_Poultry,-22.1,0,188
Fermented_Dairy,-4.2,0,16
Fruits,9.8,1,6
Meat_Poultry,-0.1,1,3
Hard_Cheese,-9.5,0,32
Vegetables,-15.3,0,222
Cooked_Meals,12.6,0,1
Meat_Poultry,-0.2,0,7
Cooked_Meals,-8.1,1,1
Meat_Poultry,11.6,1,1
Fruits,-6.6,1,10
Fruits,-12.5,1,104
Fermented_Dairy,-21.0,0,90
Liquid_Dairy,-16.7,0,87
Fermented_Dairy,17.4,1,1
Liquid_Dairy,23.5,0,1
Vegetables,16.4,1,2
Meat_Poultry,-8.3,0,6
Meat_Poultry,19.1,1,1
Vegetables,-8.1,1,9
Hard_Cheese,4.6,0,32
Meat_Poultry,-18.9,0,182
Fruits,4.0,0,14
Fruits,9.1,1,6
Hard_Cheese,0.6,1,27
Meat_Poultry,-11.4,0,205
Liquid_Dairy,13.4,0,2
Fruits,-7.0,0,15
Fermented_Dairy,15.5,1,2
Fermented_Dairy,-11.5,0,86
Vegetables,11.2,1,4
Hard_Cheese,8.8,1,19
Liquid_Dairy,-8.9,0,9
Liquid_Dairy,14.4,0,2
Vegetables,17.7,0,5
Cooked_Meals,-6.0,0,4
Cooked_Meals,-8.0,0,4
Cooked_Meals,-7.8,1,2
Meat_Poultry,22.7,1,1
Liquid_Dairy,-1.3,0,9
Fruits,13.1,1,2
Meat_Poultry,1.7,0,7
Fermented_Dairy,21.1,1,1
Vegetables,-16.3,1,115
Meat_Poultry,10.4,0,4
Vegetables,-18.0,1,121
Cooked_Meals,-10.4,1,41
Cooked_Meals,4.2,0,4
Meat_Poultry,-6.3,1,2
Cooked_Meals,-4.7,1,2
Cooked_Meals,-3.1,0,4
Hard_Cheese,11.2,0,13
Fermented_Dairy,-14.9,0,77
Fermented_Dairy,-15.5,0,92
Liquid_Dairy,0.1,0,11
Fermented_Dairy,21.8,1,1
Vegetables,-11.9,1,119
Fruits,24.6,0,6
Meat_Poultry,0.5,0,6
Vegetables,-20.9,1,118
Meat_Poultry,-13.3,1,94
Fermented_Dairy,9.0,0,9
Vegetables,-19.1,0,241
Meat_Poultry,24.1,0,1
Fermented_Dairy,0.7,1,10
Meat_Poultry,1.7,0,7
Hard_Cheese,1.1,0,31
Cooked_Meals,-10.6,1,47
Cooked_Meals,-22.1,0,100
Fruits,-13.8,0,224
Fermented_Dairy,17.2,0,3
Liquid_Dairy,5.8,1,2
Hard_Cheese,-2.1,1,23
Cooked_Meals,-10.3,0,89
Liquid_Dairy,14.3,1,1
Fermented_Dairy,-9.1,1,11
Cooked_Meals,-20.9,0,84
Liquid_Dairy,19.2,1,1
Hard_Cheese,-8.2,1,28
Fermented_Dairy,20.4,0,3
Cooked_Meals,-0.8,1,1
Liquid_Dairy,10.9,1,1
Hard_Cheese,-14.5,1,50
Meat_Poultry,-7.1,1,2
Cooked_Meals,15.7,0,1
Cooked_Meals,-24.4,1,50
Meat_Poultry,22.5,0,1
Hard_Cheese,-7.3,1,30
Vegetables,5.1,1,10
Hard_Cheese,13.1,0,9
Fruits,-7.8,1,11
Fruits,-7.7,1,10
Liquid_Dairy,1.2,1,3
Meat_Poultry,-24.0,1,97
Cooked_Meals,14.9,0,1
Fermented_Dairy,15.9,0,3
Meat_Poultry,21.4,0,1
Hard_Cheese,-1.4,1,24
Hard_Cheese,-21.8,1,39
Meat_Poultry,-14.9,0,202
Vegetables,-6.9,0,13
Hard_Cheese,-17.4,1,49
Fermented_Dairy,20.9,0,3
Fruits,-14.1,0,216
Hard_Cheese,21.7,1,3
Vegetables,2.5,1,9
Fermented_Dairy,18.4,1,1
Liquid_Dairy,12.9,1,1
Fruits,-23.4,0,253
Liquid_Dairy,-3.9,1,3
Liquid_Dairy,-13.3,0,102
Vegetables,9.5,1,6
Hard_Cheese,7.2,0,19
Vegetables,-15.7,0,233
Vegetables,-22.9,1,120
Hard_Cheese,4.9,1,24
Fermented_Dairy,16.9,0,2
Liquid_Dairy,-16.7,1,49
Fermented_Dairy,23.4,0,3
Liquid_Dairy,-24.6,1,50
Fermented_Dairy,-9.1,0,13
Liquid_Dairy,-4.7,0,9
Cooked_Meals,15.7,1,1
Fermented_Dairy,19.0,1,1
Vegetables,-10.5,1,130
Cooked_Meals,11.6,1,1
Vegetables,17.8,1,3
Cooked_Meals,-12.4,1,41
Fermented_Dairy,2.6,1,10
Vegetables,-1.0,1,9
Cooked_Meals,16.9,1,1
Cooked_Meals,8.5,0,2
Fruits,16.1,0,5
Meat_Poultry,-11.5,1,88
Meat_Poultry,-23.3,0,160
Meat_Poultry,-1.6,0,7
Cooked_Meals,23.9,1,1
Fruits,11.3,0,5
Fermented_Dairy,14.1,1,2
Fruits,-10.4,1,108
Hard_Cheese,-24.9,1,39
Fermented_Dairy,7.8,0,9
Fermented_Dairy,-20.7,1,49
Hard_Cheese,-12.2,0,84
Vegetables,-19.9,1,126
Hard_Cheese,9.9,0,14
Meat_Poultry,7.0,1,2
Hard_Cheese,-21.5,1,43
Fruits,6.2,0,12
Hard_Cheese,12.7,0,9
Fermented_Dairy,23.4,1,1
Liquid_Dairy,14.7,1,1
Fruits,20.8,0,6
Cooked_Meals,-22.6,1,41
Meat_Poultry,-2.9,1,3
Liquid_Dairy,-5.1,1,3
Fermented_Dairy,6.6,0,10
Liquid_Dairy,3.7,1,3
Vegetables,10.0,0,7
Cooked_Meals,-14.1,1,47
Fermented_Dairy,-15.2,0,95
Cooked_Meals,17.3,1,1
Hard_Cheese,-5.0,0,26
Meat_Poultry,12.5,1,1
Vegetables,-2.6,1,10
Fruits,20.8,1,3
Fermented_Dairy,6.1,0,11
Fruits,7.8,0,10
Fermented_Dairy,12.1,1,3
Hard_Cheese,-10.3,0,94
Fermented_Dairy,-19.1,0,78
Vegetables,-24.9,0,270
Liquid_Dairy,-21.0,0,90
Hard_Cheese,13.4,1,6
Cooked_Meals,-22.7,1,49
Fermented_Dairy,-20.5,0,103
Fermented_Dairy,5.0,0,13
Meat_Poultry,-14.1,0,156
Cooked_Meals,-21.9,1,47
Liquid_Dairy,17.8,1,1
Fruits,-23.2,0,251
Liquid_Dairy,-18.8,0,101
Hard_Cheese,-9.0,0,32
Liquid_Dairy,-22.7,1,38
Fermented_Dairy,16.9,1,2
Cooked_Meals,-19.4,1,39
Fermented_Dairy,-19.7,0,77
Fruits,4.0,0,13
Liquid_Dairy,-5.8,0,11
Liquid_Dairy,-8.0,0,9
Cooked_Meals,-16.6,0,83
Cooked_Meals,11.1,0,2
Vegetables,-18.3,1,114
Hard_Cheese,10.6,1,12
Liquid_Dairy,-23.2,1,44
Fruits,-2.0,1,11
Cooked_Meals,23.6,0,1
Vegetables,3.4,0,13
Hard_Cheese,16.6,1,3
Hard_Cheese,-6.9,1,25
Hard_Cheese,-3.9,0,32
Liquid_Dairy,-8.0,0,11
Fruits,-23.7,1,122
Meat_Poultry,16.7,1,1
Liquid_Dairy,-6.3,0,9
Meat_Poultry,20.5,1,1
Fruits,22.7,1,3
Vegetables,14.3,1,2
Hard_Cheese,-9.5,0,31
Fruits,0.8,0,13
Meat_Poultry,-1.3,0,6
Fruits,24.0,1,3
Fermented_Dairy,0.7,1,11
Meat_Poultry,-0.6,1,3
Liquid_Dairy,16.6,0,1
Hard_Cheese,3.8,1,24
Fermented_Dairy,-4.5,0,15
Liquid_Dairy,-23.7,1,38
Hard_Cheese,2.2,1,28
Liquid_Dairy,-10.7,0,82
Cooked_Meals,13.8,1,1
Fruits,15.7,1,3
Meat_Poultry,13.4,0,2
Vegetables,22.2,1,3
Cooked_Meals,-4.5,0,4
Cooked_Meals,-13.7,0,79
Hard_Cheese,-6.6,1,24
Meat_Poultry,-13.0,1,79
Cooked_Meals,13.2,1,1
Fermented_Dairy,-17.9,1,39
Cooked_Meals,-9.1,1,2
Vegetables,-13.2,0,232
Fermented_Dairy,5.2,0,13
Fermented_Dairy,11.6,0,5
Fermented_Dairy,-14.2,1,43
Liquid_Dairy,-17.6,1,40
Hard_Cheese,-16.5,1,44
Meat_Poultry,23.0,0,1
Vegetables,8.3,1,6
Cooked_Meals,-23.4,0,77
Vegetables,-15.3,1,117
Vegetables,-21.9,1,119
Fermented_Dairy,-5.1,1,11
Vegetables,20.3,1,3
Meat_Poultry,21.4,1,1
Hard_Cheese,-24.4,1,42
Fermented_Dairy,-12.0,1,42
Cooked_Meals,8.1,0,3
Meat_Poultry,3.4,0,6
Vegetables,15.9,0,5
Liquid_Dairy,-10.7,1,40
Liquid_Dairy,-7.4,0,11
Cooked_Meals,15.5,0,1
Fruits,16.3,0,5
Liquid_Dairy,-8.3,1,3
Fruits,-10.2,1,126
Fermented_Dairy,14.9,1,2
Fermented_Dairy,-18.2,0,84
Fruits,-16.8,0,249
Meat_Poultry,7.9,0,4
Liquid_Dairy,-14.9,0,90
Fruits,-13.7,0,236
Hard_Cheese,-14.6,1,38
Cooked_Meals,-23.5,1,43
Fruits,7.7,1,7
Liquid_Dairy,5.8,1,2
Fruits,-8.3,0,15
Hard_Cheese,7.0,0,23
Liquid_Dairy,-13.9,1,43
Hard_Cheese,-3.1,1,28
Vegetables,5.2,1,10
Hard_Cheese,-4.5,1,26
Liquid_Dairy,-23.8,0,84
Hard_Cheese,-18.4,1,39
Meat_Poultry,-7.3,1,3
Vegetables,23.6,1,3
Liquid_Dairy,-8.9,0,11
Meat_Poultry,3.2,0,6
Liquid_Dairy,2.1,1,3
Liquid_Dairy,1.2,1,3
Hard_Cheese,18.7,0,6
Liquid_Dairy,-15.3,1,39
Vegetables,23.0,0,6
Cooked_Meals,-16.9,1,40
Fermented_Dairy,15.6,0,3
Fermented_Dairy,-3.5,0,15
Hard_Cheese,17.5,1,3
Cooked_Meals,-11.1,1,49
Hard_Cheese,9.6,0,19
Vegetables,-8.5,0,15
Cooked_Meals,19.9,0,1
Meat_Poultry,2.7,0,6
Fermented_Dairy,25.0,1,1
Vegetables,7.7,0,9
Vegetables,-10.2,0,258
Cooked_Meals,-12.8,1,52
Vegetables,-21.0,1,137
Meat_Poultry,-5.9,0,6
Liquid_Dairy,17.3,0,1
Meat_Poultry,9.2,1,1
Hard_Cheese,3.8,0,30
Vegetables,19.7,0,6
Hard_Cheese,3.0,0,31
Fruits,-0.0,0,13
Hard_Cheese,-0.1,1,24
Fermented_Dairy,-23.1,1,40
Vegetables,-14.6,0,264
Meat_Poultry,-24.0,1,100
Meat_Poultry,11.6,0,3
Liquid_Dairy,16.6,1,1
Meat_Poultry,-7.5,0,7
Liquid_Dairy,-13.4,1,51
Liquid_Dairy,11.2,1,1
Fruits,-12.7,0,271
Hard_Cheese,-15.5,1,51
Cooked_Meals,13.8,1,1
Meat_Poultry,-12.8,0,179
Meat_Poultry,-15.0,1,97
Meat_Poultry,15.9,0,1
Vegetables,4.2,0,12
Meat_Poultry,2.6,1,3
Meat_Poultry,-6.1,1,3
Meat_Poultry,-24.6,0,169
Meat_Poultry,21.2,1,1
Fermented_Dairy,7.3,0,9
Meat_Poultry,17.8,0,1
Hard_Cheese,-7.4,0,31
Hard_Cheese,22.0,0,6
Liquid_Dairy,9.5,0,6
Liquid_Dairy,19.6,0,1
Meat_Poultry,19.2,0,1
Meat_Poultry,15.5,0,1
Hard_Cheese,18.8,1,3
Hard_Cheese,1.2,0,34
Hard_Cheese,-13.0,1,44
Vegetables,-24.9,1,106
Fermented_Dairy,-15.3,1,49
Hard_Cheese,-6.1,1,29
Vegetables,-23.6,1,113
Fruits,-11.3,0,264
Vegetables,18.9,1,3
Fermented_Dairy,-21.6,1,50
Cooked_Meals,4.8,1,2
Fermented_Dairy,-0.7,0,14
Meat_Poultry,-8.8,0,7
Fermented_Dairy,-7.0,1,10
Hard_Cheese,5.5,1,25
Meat_Poultry,-21.5,0,157
Cooked_Meals,-13.5,0,103
Meat_Poultry,-9.6,0,7
Cooked_Meals,-15.9,0,90
Liquid_Dairy,19.8,1,1
Fruits,-3.6,0,12
Fruits,-11.4,0,265
Vegetables,13.0,1,3
Hard_Cheese,-17.3,1,51
Liquid_Dairy,-18.3,1,40
Fermented_Dairy,-14.7,1,51
Fruits,20.8,0,5
Fruits,14.6,1,2
Hard_Cheese,-3.5,1,27
Fruits,-0.1,1,11
Liquid_Dairy,-14.8,0,87
Liquid_Dairy,-14.5,0,100
Fermented_Dairy,-17.0,1,45
Vegetables,-14.4,0,222
Liquid_Dairy,1.0,1,3
Fruits,24.9,0,5
Vegetables,-21.7,1,106
Meat_Poultry,-5.7,1,3
Fruits,-5.0,1,9
Cooked_Meals,18.2,1,1
Vegetables,11.8,1,3
Vegetables,-17.9,1,125
Cooked_Meals,-4.2,1,2
Fruits,14.3,1,2
Vegetables,13.1,1,3
Liquid_Dairy,-22.1,1,46
Fermented_Dairy,4.5,0,13
Fermented_Dairy,-20.3,0,83
Hard_Cheese,5.7,0,29
Fermented_Dairy,24.0,0,3
Meat_Poultry,-21.0,1,92
Meat_Poultry,6.1,0,5
Vegetables,16.5,1,3
Fermented_Dairy,19.1,1,1
Meat_Poultry,-3.5,1,3
Cooked_Meals,8.9,0,2
Meat_Poultry,11.7,1,1
Liquid_Dairy,1.7,1,3
Vegetables,-0.0,1,9
Hard_Cheese,2.7,0,28
Fruits,-11.9,1,118
Hard_Cheese,-19.9,0,102
Liquid_Dairy,24.7,1,1
Fermented_Dairy,15.6,0,3
Fruits,-23.9,1,116
Fermented_Dairy,24.0,1,2
Vegetables,-7.9,1,10
Fruits,23.2,1,3
Fermented_Dairy,-21.1,1,45
Meat_Poultry,14.3,1,1
Cooked_Meals,13.2,1,1
Liquid_Dairy,-25.0,1,49
Cooked_Meals,1.9,0,4
Hard_Cheese,19.1,1,3
Vegetables,-17.1,0,230
Cooked_Meals,3.3,1,2
Hard_Cheese,-10.3,0,81
Fermented_Dairy,4.3,1,11
Meat_Poultry,-14.8,0,205
Meat_Poultry,-23.7,0,172
Hard_Cheese,16.2,1,3
Fruits,-0.3,1,9
Liquid_Dairy,-23.5,1,50
Fermented_Dairy,-7.2,1,9
Liquid_Dairy,15.5,1,1
Cooked_Meals,4.8,1,2
Cooked_Meals,-8.1,0,5
Vegetables,0.4,0,15
Liquid_Dairy,-1.2,1,3
Meat_Poultry,3.2,1,3
Fermented_Dairy,1.7,0,14
Cooked_Meals,-15.7,1,51
Cooked_Meals,25.0,0,1
Vegetables,-19.6,1,116
Fruits,-17.0,0,249
Hard_Cheese,-2.3,1,26
Vegetables,-19.7,0,230
Vegetables,-20.6,1,133
Vegetables,20.1,0,6
Hard_Cheese,2.7,1,29
Hard_Cheese,5.8,1,20
Fermented_Dairy,11.5,1,3
Liquid_Dairy,-21.1,1,48
Cooked_Meals,-4.4,0,4
Cooked_Meals,20.0,1,1
Fermented_Dairy,-0.6,0,15
Fruits,-11.3,1,107
Vegetables,-8.6,0,14
Fermented_Dairy,-3.4,1,11
Liquid_Dairy,-21.3,0,81
Vegetables,-13.4,0,233
Fruits,21.6,1,3
Vegetables,-18.4,0,216
Hard_Cheese,-22.6,1,42
Meat_Poultry,2.5,1,3
Hard_Cheese,24.8,0,6
Fermented_Dairy,13.7,0,3
Liquid_Dairy,-12.5,1,47
Hard_Cheese,13.3,0,7
Fermented_Dairy,-21.4,1,50
Fermented_Dairy,-20.8,1,40
Vegetables,-22.4,1,123
Fruits,18.7,1,3
Hard_Cheese,-23.3,1,41
Meat_Poultry,14.8,0,1
Vegetables,-17.2,1,128
Cooked_Meals,7.6,0,3
Fruits,-17.8,1,123
Liquid_Dairy,4.1,0,9
Cooked_Meals,11.4,1,1
Fermented_Dairy,16.4,1,2
Hard_Cheese,-12.5,0,82
Fruits,-13.5,1,120
Fruits,6.3,1,7
Hard_Cheese,-21.4,1,47
Fruits,23.5,0,6
Hard_Cheese,21.9,0,5
Vegetables,-12.9,0,259
